date,region,ticket_category,complaint_tickets,total_tickets,shipped_orders_hint,customer_email,ticket_body,ingested_at
2026-03-11,South,product_query,0,0,495,cust94@example.com,product query issue reported,2026-03-11T23:45:00+05:30
2026-03-11,East,late_delivery,2,2,341,cust4368@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-11T23:45:00+05:30
2026-03-11,East,damaged_item,3,3,341,cust4510@example.com,damaged item issue reported,2026-03-11T23:45:00+05:30
2026-03-11,East,billing,2,2,341,cust5775@example.com,billing issue reported,2026-03-11T23:45:00+05:30
2026-03-11,East,product_query,0,2,341,cust7240@example.com,product query issue reported,2026-03-11T23:45:00+05:30
2026-03-11,West,late_delivery,4,4,449,cust3864@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-11T23:45:00+05:30
2026-03-11,West,damaged_item,0,0,449,cust2426@example.com,damaged item issue reported,2026-03-11T23:45:00+05:30
2026-03-11,West,billing,2,2,449,cust7361@example.com,billing issue reported,2026-03-11T23:45:00+05:30
2026-03-11,West,product_query,0,4,449,cust5713@example.com,product query issue reported,2026-03-11T23:45:00+05:30
2026-03-12,North,late_delivery,7,7,585,cust6715@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-12T23:45:00+05:30
2026-03-12,North,damaged_item,3,3,585,cust8923@example.com,damaged item issue reported,2026-03-12T23:45:00+05:30
2026-03-12,North,billing,1,1,585,cust9498@example.com,billing issue reported,2026-03-12T23:45:00+05:30
2026-03-12,North,product_query,0,2,585,cust7804@example.com,product query issue reported,2026-03-12T23:45:00+05:30
2026-03-12,South,late_delivery,4,4,495,cust8700@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-12T23:45:00+05:30
2026-03-12,South,damaged_item,1,1,495,cust6756@example.com,damaged item issue reported,2026-03-12T23:45:00+05:30
2026-03-12,South,billing,0,0,495,cust8079@example.com,billing issue reported,2026-03-12T23:45:00+05:30
2026-03-12,South,product_query,0,3,495,cust4749@example.com,product query issue reported,2026-03-12T23:45:00+05:30
2026-03-12,East,late_delivery,2,2,341,cust8314@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-12T23:45:00+05:30
2026-03-12,East,damaged_item,1,1,341,cust4081@example.com,damaged item issue reported,2026-03-12T23:45:00+05:30
2026-03-12,East,billing,2,2,341,cust1240@example.com,billing issue reported,2026-03-12T23:45:00+05:30
2026-03-12,East,product_query,0,1,341,cust4212@example.com,product query issue reported,2026-03-12T23:45:00+05:30
2026-03-12,West,late_delivery,2,2,449,cust6906@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-12T23:45:00+05:30
2026-03-12,West,damaged_item,0,0,449,cust4724@example.com,damaged item issue reported,2026-03-12T23:45:00+05:30
2026-03-12,West,billing,2,2,449,cust4514@example.com,billing issue reported,2026-03-12T23:45:00+05:30
2026-03-12,West,product_query,0,3,449,cust8454@example.com,product query issue reported,2026-03-12T23:45:00+05:30
2026-03-13,North,late_delivery,2,2,585,cust4038@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-13T23:45:00+05:30
2026-03-13,North,damaged_item,6,6,585,cust4741@example.com,damaged item issue reported,2026-03-13T23:45:00+05:30
2026-03-13,North,billing,2,2,585,cust7245@example.com,billing issue reported,2026-03-13T23:45:00+05:30
2026-03-13,North,product_query,0,1,585,cust4419@example.com,product query issue reported,2026-03-13T23:45:00+05:30
2026-03-13,South,late_delivery,4,4,496,cust3836@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-13T23:45:00+05:30
2026-03-13,South,damaged_item,1,1,496,cust7239@example.com,damaged item issue reported,2026-03-13T23:45:00+05:30
2026-03-13,South,billing,1,1,496,cust9089@example.com,billing issue reported,2026-03-13T23:45:00+05:30
2026-03-13,South,product_query,0,0,496,cust8919@example.com,product query issue reported,2026-03-13T23:45:00+05:30
2026-03-13,East,late_delivery,4,4,341,cust9823@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-13T23:45:00+05:30
2026-03-13,East,damaged_item,0,0,341,cust6406@example.com,damaged item issue reported,2026-03-13T23:45:00+05:30
2026-03-13,East,billing,1,1,341,cust1382@example.com,billing issue reported,2026-03-13T23:45:00+05:30
2026-03-13,East,product_query,0,2,341,cust1086@example.com,product query issue reported,2026-03-13T23:45:00+05:30
2026-03-13,West,late_delivery,4,4,450,cust1044@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-13T23:45:00+05:30
2026-03-13,West,damaged_item,0,0,450,cust2045@example.com,damaged item issue reported,2026-03-13T23:45:00+05:30
2026-03-13,West,billing,1,1,450,cust4472@example.com,billing issue reported,2026-03-13T23:45:00+05:30
2026-03-13,West,product_query,0,1,450,cust7771@example.com,product query issue reported,2026-03-13T23:45:00+05:30
2026-03-14,North,late_delivery,6,6,693,cust5100@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-14T23:45:00+05:30
2026-03-14,North,damaged_item,3,3,693,cust9144@example.com,damaged item issue reported,2026-03-14T23:45:00+05:30
2026-03-14,North,billing,1,1,693,cust4306@example.com,billing issue reported,2026-03-14T23:45:00+05:30
2026-03-14,North,product_query,0,5,693,cust6906@example.com,product query issue reported,2026-03-14T23:45:00+05:30
2026-03-14,South,late_delivery,4,4,587,cust4864@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-14T23:45:00+05:30
2026-03-14,South,damaged_item,2,2,587,cust7779@example.com,damaged item issue reported,2026-03-14T23:45:00+05:30
2026-03-14,South,billing,1,1,587,cust7013@example.com,billing issue reported,2026-03-14T23:45:00+05:30
2026-03-14,South,product_query,0,2,587,cust7032@example.com,product query issue reported,2026-03-14T23:45:00+05:30
2026-03-14,East,late_delivery,5,5,404,cust5241@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-14T23:45:00+05:30
2026-03-14,East,damaged_item,2,2,404,cust613@example.com,damaged item issue reported,2026-03-14T23:45:00+05:30
2026-03-14,East,billing,0,0,404,cust2341@example.com,billing issue reported,2026-03-14T23:45:00+05:30
2026-03-14,East,product_query,0,2,404,cust9973@example.com,product query issue reported,2026-03-14T23:45:00+05:30
2026-03-14,West,late_delivery,6,6,533,cust8768@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-14T23:45:00+05:30
2026-03-14,West,damaged_item,2,2,533,cust3317@example.com,damaged item issue reported,2026-03-14T23:45:00+05:30
2026-03-14,West,billing,1,1,533,cust7489@example.com,billing issue reported,2026-03-14T23:45:00+05:30
2026-03-14,West,product_query,0,2,533,cust3668@example.com,product query issue reported,2026-03-14T23:45:00+05:30
2026-03-15,North,late_delivery,4,4,694,cust2129@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-15T23:45:00+05:30
2026-03-15,North,damaged_item,2,2,694,cust8099@example.com,damaged item issue reported,2026-03-15T23:45:00+05:30
2026-03-16,North,billing,1,1,694,cust197@example.com,billing issue reported,2026-03-15T23:45:00+05:30
2026-03-15,North,product_query,0,2,694,cust63@example.com,product query issue reported,2026-03-15T23:45:00+05:30
2026-03-15,South,late_delivery,4,4,587,cust3164@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-15T23:45:00+05:30
2026-03-15,South,damaged_item,0,0,587,cust4740@example.com,damaged item issue reported,2026-03-15T23:45:00+05:30
2026-03-15,South,billing,1,1,587,cust625@example.com,billing issue reported,2026-03-15T23:45:00+05:30
2026-03-15,South,product_query,0,7,587,cust6461@example.com,product query issue reported,2026-03-15T23:45:00+05:30
2026-03-15,East,late_delivery,3,3,404,cust9631@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-15T23:45:00+05:30
2026-03-15,East,damaged_item,2,2,404,cust8700@example.com,damaged item issue reported,2026-03-15T23:45:00+05:30
2026-03-15,East,billing,3,3,404,cust7479@example.com,billing issue reported,2026-03-15T23:45:00+05:30
2026-03-15,East,product_query,0,3,404,cust6188@example.com,product query issue reported,2026-03-15T23:45:00+05:30
2026-03-15,West,late_delivery,4,4,533,cust5310@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-15T23:45:00+05:30
2026-03-15,West,damaged_item,3,3,533,cust7719@example.com,damaged item issue reported,2026-03-15T23:45:00+05:30
2026-03-15,West,billing,3,3,533,cust2456@example.com,billing issue reported,2026-03-15T23:45:00+05:30
2026-03-15,West,product_query,0,2,533,cust346@example.com,product query issue reported,2026-03-15T23:45:00+05:30
2026-03-16,North,late_delivery,5,5,586,cust1444@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-16T23:45:00+05:30
2026-03-16,North,damaged_item,4,4,586,cust2504@example.com,damaged item issue reported,2026-03-16T23:45:00+05:30
2026-03-16,North,billing,2,2,586,cust2974@example.com,billing issue reported,2026-03-16T23:45:00+05:30
2026-03-16,North,product_query,0,2,586,cust3624@example.com,product query issue reported,2026-03-16T23:45:00+05:30
2026-03-16,South,late_delivery,8,8,497,cust8886@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-16T23:45:00+05:30
2026-03-16,South,damaged_item,4,4,497,cust3742@example.com,damaged item issue reported,2026-03-16T23:45:00+05:30
2026-03-16,South,billing,3,3,497,cust8105@example.com,billing issue reported,2026-03-16T23:45:00+05:30
2026-03-16,South,product_query,0,1,497,cust7611@example.com,product query issue reported,2026-03-16T23:45:00+05:30
2026-03-16,East,late_delivery,3,3,342,cust1579@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-16T23:45:00+05:30
2026-03-16,East,damaged_item,1,1,342,cust9604@example.com,damaged item issue reported,2026-03-16T23:45:00+05:30
2026-03-16,East,billing,1,1,342,cust2265@example.com,billing issue reported,2026-03-16T23:45:00+05:30
2026-03-16,East,product_query,0,2,342,cust2915@example.com,product query issue reported,2026-03-16T23:45:00+05:30
2026-03-16,West,late_delivery,4,4,450,cust9073@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-16T23:45:00+05:30
2026-03-16,West,damaged_item,2,2,450,cust6657@example.com,damaged item issue reported,2026-03-16T23:45:00+05:30
2026-03-16,West,billing,1,1,450,cust7459@example.com,billing issue reported,2026-03-16T23:45:00+05:30
2026-03-16,West,product_query,0,1,450,cust1007@example.com,product query issue reported,2026-03-16T23:45:00+05:30
2026-03-17,North,late_delivery,4,4,587,cust3188@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-17T23:45:00+05:30
2026-03-17,North,damaged_item,2,2,587,cust9016@example.com,damaged item issue reported,2026-03-17T23:45:00+05:30
2026-03-17,North,billing,2,2,587,cust2165@example.com,billing issue reported,2026-03-17T23:45:00+05:30
2026-03-17,North,product_query,0,3,587,cust3760@example.com,product query issue reported,2026-03-17T23:45:00+05:30
2026-03-17,South,late_delivery,3,3,497,cust3575@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-17T23:45:00+05:30
2026-03-17,South,damaged_item,3,3,497,cust7569@example.com,damaged item issue reported,2026-03-17T23:45:00+05:30
2026-03-17,South,billing,2,2,497,cust1528@example.com,billing issue reported,2026-03-17T23:45:00+05:30
2026-03-17,South,product_query,0,3,497,cust154@example.com,product query issue reported,2026-03-17T23:45:00+05:30
2026-03-17,East,late_delivery,1,1,342,cust3277@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-17T23:45:00+05:30
2026-03-17,East,damaged_item,4,4,342,cust1860@example.com,damaged item issue reported,2026-03-17T23:45:00+05:30
2026-03-17,East,billing,1,1,342,cust7915@example.com,billing issue reported,2026-03-17T23:45:00+05:30
2026-03-17,East,product_query,0,0,342,cust5151@example.com,product query issue reported,2026-03-17T23:45:00+05:30
2026-03-17,West,late_delivery,3,3,451,cust4345@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-17T23:45:00+05:30
2026-03-17,West,damaged_item,2,2,451,cust7180@example.com,damaged item issue reported,2026-03-17T23:45:00+05:30
2026-03-17,West,billing,1,1,451,cust845@example.com,billing issue reported,2026-03-17T23:45:00+05:30
2026-03-17,West,product_query,0,2,451,cust7312@example.com,product query issue reported,2026-03-17T23:45:00+05:30
2026-03-18,North,late_delivery,2,2,587,cust8903@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-18T23:45:00+05:30
2026-03-18,North,damaged_item,1,1,587,cust2756@example.com,damaged item issue reported,2026-03-18T23:45:00+05:30
2026-03-18,North,billing,1,1,587,cust5041@example.com,billing issue reported,2026-03-18T23:45:00+05:30
2026-03-18,North,product_query,0,3,587,cust8408@example.com,product query issue reported,2026-03-18T23:45:00+05:30
2026-03-18,South,late_delivery,5,5,497,cust4168@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-18T23:45:00+05:30
2026-03-18,South,damaged_item,4,4,497,cust4726@example.com,damaged item issue reported,2026-03-18T23:45:00+05:30
2026-03-18,South,billing,3,3,497,cust5953@example.com,billing issue reported,2026-03-18T23:45:00+05:30
2026-03-18,South,product_query,0,3,497,cust2825@example.com,product query issue reported,2026-03-18T23:45:00+05:30
2026-03-18,East,late_delivery,2,2,342,cust4934@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-18T23:45:00+05:30
2026-03-18,East,damaged_item,0,0,342,cust6229@example.com,damaged item issue reported,2026-03-18T23:45:00+05:30
2026-03-18,East,billing,1,1,342,cust8646@example.com,billing issue reported,2026-03-18T23:45:00+05:30
2026-03-18,East,product_query,0,1,342,cust5275@example.com,product query issue reported,2026-03-18T23:45:00+05:30
2026-03-18,West,late_delivery,2,2,451,cust2749@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-18T23:45:00+05:30
2026-03-18,West,damaged_item,0,0,451,cust3392@example.com,damaged item issue reported,2026-03-18T23:45:00+05:30
2026-03-18,West,billing,0,0,451,cust9460@example.com,billing issue reported,2026-03-18T23:45:00+05:30
2026-03-18,West,product_query,0,0,451,cust4529@example.com,product query issue reported,2026-03-18T23:45:00+05:30
2026-03-19,North,late_delivery,4,4,587,cust5669@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-19T23:45:00+05:30
2026-03-19,North,damaged_item,3,3,587,cust2885@example.com,damaged item issue reported,2026-03-19T23:45:00+05:30
2026-03-19,North,billing,0,0,587,cust2971@example.com,billing issue reported,2026-03-19T23:45:00+05:30
2026-03-19,North,product_query,0,4,587,cust3008@example.com,product query issue reported,2026-03-19T23:45:00+05:30
2026-03-19,South,late_delivery,3,3,497,cust386@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-19T23:45:00+05:30
2026-03-19,South,damaged_item,4,4,497,cust5441@example.com,damaged item issue reported,2026-03-19T23:45:00+05:30
2026-03-19,South,billing,1,1,497,cust6039@example.com,billing issue reported,2026-03-19T23:45:00+05:30
2026-03-19,South,product_query,0,5,497,cust4632@example.com,product query issue reported,2026-03-19T23:45:00+05:30
2026-03-19,East,late_delivery,5,5,342,cust243@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-19T23:45:00+05:30
2026-03-19,East,damaged_item,1,1,342,cust8952@example.com,damaged item issue reported,2026-03-19T23:45:00+05:30
2026-03-19,East,billing,0,0,342,cust7749@example.com,billing issue reported,2026-03-19T23:45:00+05:30
2026-03-19,East,product_query,0,2,342,cust6137@example.com,product query issue reported,2026-03-19T23:45:00+05:30
2026-03-19,West,late_delivery,2,2,451,cust1508@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-19T23:45:00+05:30
2026-03-19,West,damaged_item,4,4,451,cust6070@example.com,damaged item issue reported,2026-03-19T23:45:00+05:30
2026-03-19,West,billing,0,0,451,cust6611@example.com,billing issue reported,2026-03-19T23:45:00+05:30
2026-03-19,West,product_query,0,4,451,cust7687@example.com,product query issue reported,2026-03-19T23:45:00+05:30
2026-03-20,North,late_delivery,7,7,588,cust3650@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-20T23:45:00+05:30
2026-03-20,North,damaged_item,4,4,588,cust7336@example.com,damaged item issue reported,2026-03-20T23:45:00+05:30
2026-03-20,North,billing,3,3,588,cust1359@example.com,billing issue reported,2026-03-20T23:45:00+05:30
2026-03-20,North,product_query,0,3,588,cust1305@example.com,product query issue reported,2026-03-20T23:45:00+05:30
2026-03-20,South,late_delivery,5,5,498,cust55@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-20T23:45:00+05:30
2026-03-20,South,damaged_item,0,0,498,cust1700@example.com,damaged item issue reported,2026-03-20T23:45:00+05:30
2026-03-20,South,billing,0,0,498,cust4524@example.com,billing issue reported,2026-03-20T23:45:00+05:30
2026-03-20,South,product_query,0,2,498,cust364@example.com,product query issue reported,2026-03-20T23:45:00+05:30
2026-03-20,East,late_delivery,2,2,343,cust2834@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-20T23:45:00+05:30
2026-03-20,East,damaged_item,0,0,343,cust3577@example.com,damaged item issue reported,2026-03-20T23:45:00+05:30
2026-03-20,East,billing,1,1,343,cust7865@example.com,billing issue reported,2026-03-20T23:45:00+05:30
2026-03-20,East,product_query,0,2,343,cust9228@example.com,product query issue reported,2026-03-20T23:45:00+05:30
2026-03-20,West,late_delivery,2,2,451,cust4994@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-20T23:45:00+05:30
2026-03-20,West,damaged_item,0,0,451,cust6829@example.com,damaged item issue reported,2026-03-20T23:45:00+05:30
2026-03-20,West,billing,1,1,451,cust5938@example.com,billing issue reported,2026-03-20T23:45:00+05:30
2026-03-20,West,product_query,0,5,451,cust6253@example.com,product query issue reported,2026-03-20T23:45:00+05:30
2026-03-21,North,late_delivery,4,4,696,cust9514@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-21T23:45:00+05:30
2026-03-21,North,damaged_item,6,6,696,cust4637@example.com,damaged item issue reported,2026-03-21T23:45:00+05:30
2026-03-21,North,billing,1,1,696,cust9766@example.com,billing issue reported,2026-03-21T23:45:00+05:30
2026-03-21,North,product_query,0,3,696,cust2936@example.com,product query issue reported,2026-03-21T23:45:00+05:30
2026-03-21,South,late_delivery,1,1,590,cust2807@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-21T23:45:00+05:30
2026-03-21,South,damaged_item,0,0,590,cust3136@example.com,damaged item issue reported,2026-03-21T23:45:00+05:30
2026-03-21,South,billing,2,2,590,cust6506@example.com,billing issue reported,2026-03-21T23:45:00+05:30
2026-03-21,South,product_query,0,1,590,cust747@example.com,product query issue reported,2026-03-21T23:45:00+05:30
2026-03-21,East,late_delivery,3,3,406,cust4566@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-21T23:45:00+05:30
2026-03-22,East,damaged_item,0,0,406,cust2387@example.com,damaged item issue reported,2026-03-21T23:45:00+05:30
2026-03-21,East,billing,1,1,406,cust468@example.com,billing issue reported,2026-03-21T23:45:00+05:30
2026-03-21,East,product_query,0,3,406,cust6238@example.com,product query issue reported,2026-03-21T23:45:00+05:30
2026-03-21,West,late_delivery,5,5,535,cust5756@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-21T23:45:00+05:30
2026-03-21,West,damaged_item,4,4,535,cust9411@example.com,damaged item issue reported,2026-03-21T23:45:00+05:30
2026-03-21,West,billing,0,0,535,cust3140@example.com,billing issue reported,2026-03-21T23:45:00+05:30
2026-03-21,West,product_query,0,0,535,cust5221@example.com,product query issue reported,2026-03-21T23:45:00+05:30
2026-03-22,North,late_delivery,3,3,696,cust7232@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-22T23:45:00+05:30
2026-03-22,North,damaged_item,4,4,696,cust3409@example.com,damaged item issue reported,2026-03-22T23:45:00+05:30
2026-03-22,North,billing,2,2,696,cust4025@example.com,billing issue reported,2026-03-22T23:45:00+05:30
2026-03-22,North,product_query,0,2,696,cust2699@example.com,product query issue reported,2026-03-22T23:45:00+05:30
2026-03-22,South,late_delivery,1,1,590,cust5055@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-22T23:45:00+05:30
2026-03-22,South,damaged_item,0,0,590,cust3260@example.com,damaged item issue reported,2026-03-22T23:45:00+05:30
2026-03-22,South,billing,2,2,590,cust9803@example.com,billing issue reported,2026-03-22T23:45:00+05:30
2026-03-22,South,product_query,0,2,590,cust3515@example.com,product query issue reported,2026-03-22T23:45:00+05:30
2026-03-22,East,late_delivery,2,2,406,cust4199@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-22T23:45:00+05:30
2026-03-22,East,damaged_item,3,3,406,cust5147@example.com,damaged item issue reported,2026-03-22T23:45:00+05:30
2026-03-22,East,billing,1,1,406,cust4472@example.com,billing issue reported,2026-03-22T23:45:00+05:30
2026-03-22,East,product_query,0,2,406,cust4087@example.com,product query issue reported,2026-03-22T23:45:00+05:30
2026-03-22,West,late_delivery,1,1,535,cust9799@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-22T23:45:00+05:30
2026-03-22,West,damaged_item,2,2,535,cust442@example.com,damaged item issue reported,2026-03-22T23:45:00+05:30
2026-03-22,West,billing,0,0,535,cust1864@example.com,billing issue reported,2026-03-22T23:45:00+05:30
2026-03-22,West,product_query,0,1,535,cust7759@example.com,product query issue reported,2026-03-22T23:45:00+05:30
2026-03-23,North,late_delivery,5,5,589,cust6473@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-23T23:45:00+05:30
2026-03-23,North,damaged_item,3,3,589,cust8696@example.com,damaged item issue reported,2026-03-23T23:45:00+05:30
2026-03-23,North,billing,1,1,589,cust4251@example.com,billing issue reported,2026-03-23T23:45:00+05:30
2026-03-23,North,product_query,0,1,589,cust1818@example.com,product query issue reported,2026-03-23T23:45:00+05:30
2026-03-23,South,late_delivery,2,2,499,cust1680@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-23T23:45:00+05:30
2026-03-23,South,damaged_item,2,2,499,cust6162@example.com,damaged item issue reported,2026-03-23T23:45:00+05:30
2026-03-23,South,billing,2,2,499,cust6798@example.com,billing issue reported,2026-03-23T23:45:00+05:30
2026-03-23,South,product_query,0,0,499,cust7163@example.com,product query issue reported,2026-03-23T23:45:00+05:30
2026-03-23,East,late_delivery,3,3,343,cust606@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-23T23:45:00+05:30
2026-03-23,East,damaged_item,0,0,343,cust3648@example.com,damaged item issue reported,2026-03-23T23:45:00+05:30
2026-03-23,East,billing,1,1,343,cust2374@example.com,billing issue reported,2026-03-23T23:45:00+05:30
2026-03-23,East,product_query,0,1,343,cust9566@example.com,product query issue reported,2026-03-23T23:45:00+05:30
2026-03-24,West,late_delivery,3,3,452,cust5229@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-23T23:45:00+05:30
2026-03-23,West,damaged_item,0,0,452,cust3324@example.com,damaged item issue reported,2026-03-23T23:45:00+05:30
2026-03-23,West,billing,3,3,452,cust6301@example.com,billing issue reported,2026-03-23T23:45:00+05:30
2026-03-23,West,product_query,0,1,452,cust8665@example.com,product query issue reported,2026-03-23T23:45:00+05:30
2026-03-24,North,late_delivery,5,5,589,cust3571@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-24T23:45:00+05:30
2026-03-24,North,damaged_item,1,1,589,cust8020@example.com,damaged item issue reported,2026-03-24T23:45:00+05:30
2026-03-24,North,billing,0,0,589,cust9434@example.com,billing issue reported,2026-03-24T23:45:00+05:30
2026-03-24,North,product_query,0,3,589,cust4915@example.com,product query issue reported,2026-03-24T23:45:00+05:30
2026-03-24,South,late_delivery,1,1,499,cust5049@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-24T23:45:00+05:30
2026-03-24,South,damaged_item,0,0,499,cust4837@example.com,damaged item issue reported,2026-03-24T23:45:00+05:30
2026-03-24,South,billing,1,1,499,cust3595@example.com,billing issue reported,2026-03-24T23:45:00+05:30
2026-03-24,South,product_query,0,3,499,cust2771@example.com,product query issue reported,2026-03-24T23:45:00+05:30
2026-03-24,East,late_delivery,1,1,343,cust5189@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-24T23:45:00+05:30
2026-03-24,East,damaged_item,1,1,343,cust5684@example.com,damaged item issue reported,2026-03-24T23:45:00+05:30
2026-03-24,East,billing,1,1,343,cust4800@example.com,billing issue reported,2026-03-24T23:45:00+05:30
2026-03-24,East,product_query,0,3,343,cust6370@example.com,product query issue reported,2026-03-24T23:45:00+05:30
2026-03-24,West,late_delivery,1,1,453,cust6399@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-24T23:45:00+05:30
2026-03-24,West,damaged_item,2,2,453,cust2724@example.com,damaged item issue reported,2026-03-24T23:45:00+05:30
2026-03-24,West,billing,2,2,453,cust3631@example.com,billing issue reported,2026-03-24T23:45:00+05:30
2026-03-24,West,product_query,0,2,453,cust2011@example.com,product query issue reported,2026-03-24T23:45:00+05:30
2026-03-25,North,late_delivery,4,4,589,cust3937@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-25T23:45:00+05:30
2026-03-25,North,damaged_item,6,6,589,cust6274@example.com,damaged item issue reported,2026-03-25T23:45:00+05:30
2026-03-25,North,billing,2,2,589,cust9508@example.com,billing issue reported,2026-03-25T23:45:00+05:30
2026-03-25,North,product_query,0,2,589,cust3774@example.com,product query issue reported,2026-03-25T23:45:00+05:30
2026-03-25,South,late_delivery,5,5,499,cust2569@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-25T23:45:00+05:30
2026-03-25,South,damaged_item,1,1,499,cust4294@example.com,damaged item issue reported,2026-03-25T23:45:00+05:30
2026-03-25,South,billing,1,1,499,cust8305@example.com,billing issue reported,2026-03-25T23:45:00+05:30
2026-03-25,South,product_query,0,2,499,cust1396@example.com,product query issue reported,2026-03-25T23:45:00+05:30
2026-03-25,East,late_delivery,1,1,344,cust8235@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-25T23:45:00+05:30
2026-03-25,East,damaged_item,1,1,344,cust6823@example.com,damaged item issue reported,2026-03-25T23:45:00+05:30
2026-03-25,East,billing,0,0,344,cust4003@example.com,billing issue reported,2026-03-25T23:45:00+05:30
2026-03-25,East,product_query,0,2,344,cust6422@example.com,product query issue reported,2026-03-25T23:45:00+05:30
2026-03-25,West,late_delivery,4,4,453,cust5986@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-25T23:45:00+05:30
2026-03-25,West,damaged_item,0,0,453,cust1302@example.com,damaged item issue reported,2026-03-25T23:45:00+05:30
2026-03-25,West,billing,0,0,453,cust7505@example.com,billing issue reported,2026-03-25T23:45:00+05:30
2026-03-25,West,product_query,0,0,453,cust640@example.com,product query issue reported,2026-03-25T23:45:00+05:30
2026-03-26,North,late_delivery,2,2,590,cust3584@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-26T23:45:00+05:30
2026-03-26,North,damaged_item,2,2,590,cust6618@example.com,damaged item issue reported,2026-03-26T23:45:00+05:30
2026-03-26,North,billing,1,1,590,cust2203@example.com,billing issue reported,2026-03-26T23:45:00+05:30
2026-03-27,North,product_query,0,1,590,cust2335@example.com,product query issue reported,2026-03-26T23:45:00+05:30
2026-03-26,South,late_delivery,3,3,499,cust9948@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-26T23:45:00+05:30
2026-03-26,South,damaged_item,4,4,499,cust7457@example.com,damaged item issue reported,2026-03-26T23:45:00+05:30
2026-03-26,South,billing,2,2,499,cust4287@example.com,billing issue reported,2026-03-26T23:45:00+05:30
2026-03-26,South,product_query,0,5,499,cust4283@example.com,product query issue reported,2026-03-26T23:45:00+05:30
2026-03-26,East,late_delivery,1,1,344,cust9572@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-26T23:45:00+05:30
2026-03-26,East,damaged_item,0,0,344,cust6151@example.com,damaged item issue reported,2026-03-26T23:45:00+05:30
2026-03-26,East,billing,0,0,344,cust4545@example.com,billing issue reported,2026-03-26T23:45:00+05:30
2026-03-26,East,product_query,0,2,344,cust4718@example.com,product query issue reported,2026-03-26T23:45:00+05:30
2026-03-26,West,late_delivery,1,1,453,cust3901@example.com,Order dispatched late from the North hub; no update for three days.,2026-03-26T23:45:00+05:30
2026-03-26,West,damaged_item,1,1,453,cust2529@example.com,damaged item issue reported,2026-03-26T23:45:00+05:30
